RunID,os,cpu,physical_cores,system_ram_gb,gpu,GPU_ram_mb,cuda_version,training_type,game_name,batch_size,learning_rate,buffer_size,beta,epsilon,lambd,num_epoch,learning_rate_schedule,normalize,hidden_units,num_layers,vis_encode_type,reward_extrinsic_gamma,reward_extrinsic_strength,keep_checkpoints,max_steps,time_horizon,summary_freq
20251228-060454,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000166,40960,0.009954,0.111,0.939,5,linear,false,64,1,simple,,,5,2000000,2048,12000
20251228-061557,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000152,40960,0.009265,0.133,0.909,10,linear,false,256,2,simple,,,5,1000000,512,12000
20251228-062403,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000244,10240,0.005312,0.189,0.919,4,linear,true,256,3,simple,,,5,1000000,2048,12000
20251228-062929,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000232,40960,0.001653,0.151,0.939,5,constant,true,256,2,simple,,,5,250000,64,12000
20251228-063108,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.0002,40960,0.008447,0.153,0.946,8,constant,false,128,3,simple,,,5,100000,512,12000
20251228-063155,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000239,81920,0.002576,0.275,0.907,4,linear,false,64,2,simple,,,5,1000000,256,12000
20251228-063725,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000243,20480,0.004855,0.276,0.913,10,constant,false,32,1,simple,,,5,100000,64,12000
20251228-063815,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000269,163840,0.000873,0.238,0.91,10,constant,false,32,3,simple,,,5,1000000,128,12000
20251228-064557,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.00021,40960,0.006938,0.187,0.921,5,constant,true,128,3,simple,,,5,1000000,64,12000
20251228-065150,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.00019,40960,0.001767,0.187,0.946,10,constant,true,256,2,simple,,,5,1000000,64,12000
20251228-065939,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000248,40960,0.005293,0.139,0.908,3,linear,false,32,2,simple,,,5,2000000,128,12000
20251228-070901,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000133,81920,0.007896,0.248,0.904,4,linear,false,256,3,simple,,,5,1000000,64,12000
20251228-071446,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000207,20480,0.003162,0.193,0.915,4,linear,true,256,3,simple,,,5,1000000,64,12000
20251228-072021,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000251,327680,0.008657,0.125,0.937,10,linear,false,512,2,simple,,,5,1000000,2048,12000
20251228-073030,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000102,10240,0.001645,0.115,0.934,5,constant,true,128,2,simple,,,5,500000,512,12000
20251228-073319,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000281,81920,0.007772,0.226,0.933,10,linear,true,512,3,simple,,,5,2000000,512,12000
20251228-075513,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000069,40960,0.002104,0.214,0.944,3,constant,false,128,3,simple,,,5,500000,256,12000
20251228-075755,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000221,20480,0.002194,0.177,0.941,5,linear,true,512,1,simple,,,5,1000000,1024,12000
20251228-080325,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000214,163840,0.008884,0.242,0.943,10,constant,true,128,1,simple,,,5,500000,2048,12000
20251228-080731,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000155,10240,0.000524,0.23,0.901,8,linear,false,32,2,simple,,,5,250000,1024,12000
20251228-080921,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000046,40960,0.003696,0.26,0.918,4,linear,true,64,3,simple,,,5,500000,128,12000
20251228-081220,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000293,40960,0.008555,0.151,0.901,5,linear,true,512,1,simple,,,5,100000,2048,12000
20251228-081302,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000222,81920,0.003825,0.161,0.911,10,constant,false,256,3,simple,,,5,2000000,256,12000
20251228-082921,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000167,40960,0.00771,0.269,0.928,8,linear,false,256,3,simple,,,5,250000,2048,12000
20251228-083126,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000217,327680,0.005932,0.262,0.94,3,linear,true,32,2,simple,,,5,100000,64,12000
20251228-083158,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000149,10240,0.003206,0.265,0.929,10,linear,false,256,2,simple,,,5,1000000,2048,12000
20251228-083942,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000233,20480,0.009746,0.247,0.937,3,constant,true,512,1,simple,,,5,2000000,512,12000
20251228-084855,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000285,163840,0.009177,0.182,0.947,3,constant,false,512,2,simple,,,5,250000,256,12000
20251228-085023,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.00006,10240,0.007607,0.164,0.934,3,linear,false,256,3,simple,,,5,250000,128,12000
20251228-085149,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000218,40960,0.008456,0.248,0.902,4,constant,false,128,2,simple,,,5,100000,512,12000
20251228-085228,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000129,81920,0.001028,0.282,0.936,5,constant,true,32,1,simple,,,5,1000000,2048,12000
20251228-085814,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000065,81920,0.007767,0.148,0.901,5,linear,true,32,3,simple,,,5,100000,2048,12000
20251228-085856,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000275,163840,0.006303,0.211,0.9,3,linear,false,32,2,simple,,,5,500000,2048,12000
20251228-090141,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000138,327680,0.00358,0.157,0.921,10,constant,true,128,1,simple,,,5,250000,64,12000
20251228-090251,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000124,81920,0.007087,0.283,0.91,4,constant,false,32,3,simple,,,5,500000,256,12000
20251228-090546,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000272,20480,0.005139,0.199,0.944,4,linear,false,32,1,simple,,,5,250000,64,12000
20251228-090715,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000238,81920,0.001675,0.155,0.935,3,linear,false,512,1,simple,,,5,100000,128,12000
20251228-090752,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000218,81920,0.001733,0.232,0.947,3,linear,true,256,3,simple,,,5,250000,512,12000
20251228-090925,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000242,20480,0.003641,0.183,0.918,5,constant,false,64,3,simple,,,5,100000,512,12000
20251228-091006,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000184,20480,0.005153,0.219,0.911,4,linear,true,512,3,simple,,,5,2000000,64,12000
20251228-092313,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000197,40960,0.009012,0.169,0.921,5,linear,true,32,1,simple,,,5,2000000,64,12000
20251228-093405,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000088,327680,0.005664,0.161,0.933,5,linear,false,256,3,simple,,,5,100000,256,12000
20251228-093437,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000097,40960,0.001802,0.146,0.917,10,linear,true,32,2,simple,,,5,1000000,128,12000
20251228-094208,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000184,163840,0.008864,0.207,0.929,10,constant,false,512,2,simple,,,5,100000,2048,12000
20251228-094241,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000042,20480,0.007009,0.14,0.921,4,constant,false,64,2,simple,,,5,2000000,512,12000
20251228-095251,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000184,163840,0.003256,0.293,0.949,10,constant,true,64,2,simple,,,5,1000000,128,12000
20251228-100032,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000246,327680,0.001765,0.286,0.915,4,linear,false,256,3,simple,,,5,100000,128,12000
20251228-100104,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000038,20480,0.003903,0.242,0.92,10,linear,false,256,3,simple,,,5,1000000,64,12000
20251228-100919,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000119,20480,0.000514,0.218,0.926,8,constant,false,256,3,simple,,,5,1000000,1024,12000
20251228-101629,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000102,81920,0.003155,0.148,0.93,10,constant,true,256,2,simple,,,5,500000,512,12000
20251228-102041,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000293,10240,0.007263,0.233,0.921,5,linear,true,256,1,simple,,,5,250000,2048,12000
20251228-102209,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000121,81920,0.00695,0.23,0.904,5,constant,false,32,1,simple,,,5,1000000,64,12000
20251228-102813,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000102,163840,0.001754,0.224,0.94,5,constant,true,64,1,simple,,,5,2000000,64,12000
20251228-103945,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000106,20480,0.000594,0.137,0.923,4,constant,false,256,1,simple,,,5,1000000,64,12000
20251228-104504,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000186,40960,0.003802,0.294,0.925,8,linear,false,128,3,simple,,,5,1000000,1024,12000
20251228-105148,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000286,20480,0.00816,0.192,0.941,4,linear,true,128,2,simple,,,5,1000000,1024,12000
20251228-105639,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,3DBall,1024,0.000277,20480,0.006523,0.104,0.945,8,linear,true,512,3,simple,,,5,100000,2048,12000
20251228-105650,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000161,20480,0.000585,0.194,0.924,4,constant,false,32,2,simple,,,5,100000,2048,12000
20251228-105728,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000021,163840,0.001302,0.206,0.908,10,constant,false,256,2,simple,,,5,250000,1024,12000
20251228-105921,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000281,81920,0.002755,0.252,0.938,10,linear,false,128,3,simple,,,5,1000000,64,12000
20251228-110003,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,3DBallHard,512,0.000204,20480,0.003139,0.14,0.928,4,linear,false,512,3,simple,,,5,1000000,64,12000
20251228-110702,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.00022,163840,0.00465,0.251,0.906,4,constant,true,256,1,simple,,,5,2000000,64,12000
20251228-111742,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000023,81920,0.001965,0.205,0.926,8,linear,false,32,2,simple,,,5,1000000,128,12000
20251228-112452,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000087,10240,0.005224,0.198,0.913,3,constant,false,256,2,simple,,,5,2000000,2048,12000
20251228-112707,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,Crawler,512,0.000124,10240,0.008351,0.258,0.906,3,constant,false,128,2,simple,,,5,500000,128,12000
20251228-113414,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000076,20480,0.008335,0.298,0.914,3,linear,true,64,3,simple,,,5,250000,256,12000
20251228-113542,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000214,163840,0.003345,0.116,0.935,8,constant,true,128,2,simple,,,5,1000000,64,12000
20251228-114228,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,GridFoodCollector,2048,0.000035,81920,0.002393,0.3,0.925,10,constant,false,64,3,simple,,,5,100000,512,12000
20251228-114300,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000264,20480,0.009485,0.171,0.918,5,linear,true,512,2,simple,,,5,500000,256,12000
20251228-114614,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000114,20480,0.009284,0.202,0.9,4,linear,false,128,3,simple,,,5,2000000,256,12000
20251228-115209,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,GridWorld,2048,0.000128,81920,0.004361,0.188,0.921,3,constant,false,32,2,simple,,,5,1000000,256,12000
20251228-115632,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000072,163840,0.000417,0.147,0.937,3,constant,true,32,2,simple,,,5,500000,512,12000
20251228-115920,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000289,40960,0.008921,0.252,0.943,5,constant,true,32,3,simple,,,5,1000000,2048,12000
20251228-120445,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000299,20480,0.000455,0.216,0.932,5,linear,true,512,1,simple,,,5,500000,2048,12000
20251228-120738,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000193,40960,0.006765,0.282,0.928,5,constant,false,256,3,simple,,,5,250000,128,12000
20251228-120920,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000055,81920,0.008259,0.225,0.904,10,constant,true,512,3,simple,,,5,1000000,2048,12000
20251228-122012,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000286,10240,0.008814,0.101,0.915,3,linear,true,512,3,simple,,,5,2000000,512,12000
20251228-123134,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.00012,81920,0.00104,0.164,0.949,8,constant,true,64,1,simple,,,5,1000000,2048,12000
20251228-123730,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,Hallway,512,0.000028,20480,0.006752,0.219,0.934,3,linear,true,32,1,simple,,,5,2000000,1024,12000
20251228-123824,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000093,81920,0.00171,0.171,0.918,4,constant,false,128,1,simple,,,5,250000,128,12000
20251228-123954,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000215,81920,0.006231,0.227,0.945,4,linear,false,32,2,simple,,,5,1000000,256,12000
20251228-124522,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000105,81920,0.009253,0.267,0.922,5,linear,false,256,2,simple,,,5,2000000,512,12000
20251228-125643,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000081,81920,0.003013,0.284,0.913,10,constant,true,64,3,simple,,,5,100000,128,12000
20251228-125734,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000255,81920,0.002334,0.238,0.941,10,constant,true,256,2,simple,,,5,100000,64,12000
20251228-125828,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.00016,163840,0.009159,0.19,0.922,4,constant,true,128,1,simple,,,5,500000,1024,12000
20251228-130127,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000054,10240,0.001334,0.284,0.91,3,linear,false,32,2,simple,,,5,2000000,128,12000
20251228-131117,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000198,81920,0.00872,0.275,0.905,3,constant,false,512,2,simple,,,5,1000000,2048,12000
20251228-131319,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,PushBlock,512,0.000079,40960,0.002758,0.174,0.944,5,linear,true,32,3,simple,,,5,100000,256,12000
20251228-131525,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,Pyramids,1024,0.000291,81920,0.007341,0.143,0.925,5,linear,true,64,2,simple,,,5,100000,1024,12000
20251228-131648,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000246,81920,0.008308,0.185,0.94,3,constant,false,256,3,simple,,,5,2000000,512,12000
20251228-131820,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,Sorter,512,0.00028,10240,0.00614,0.28,0.932,3,constant,true,512,2,simple,,,5,1000000,128,12000
20251228-132639,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.00005,20480,0.008301,0.113,0.937,10,constant,true,64,1,simple,,,5,1000000,2048,12000
20251228-133404,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000172,40960,0.001419,0.24,0.93,10,constant,true,256,1,simple,,,5,500000,64,12000
20251228-133754,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000247,10240,0.005148,0.16,0.943,3,linear,false,128,1,simple,,,5,2000000,128,12000
20251228-134703,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000248,40960,0.006504,0.106,0.909,5,constant,true,32,2,simple,,,5,1000000,128,12000
20251228-135243,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000104,81920,0.001857,0.247,0.945,4,constant,true,512,1,simple,,,5,250000,2048,12000
20251228-135416,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000224,40960,0.003203,0.108,0.944,5,linear,false,32,1,simple,,,5,250000,256,12000
20251228-135552,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBallHard,2048,0.000039,163840,0.008704,0.25,0.935,8,linear,true,256,1,simple,,,5,250000,128,12000
20251228-135745,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBallHard,4096,0.00005,163840,0.003462,0.226,0.933,5,linear,true,32,1,simple,,,5,250000,64,12000
20251228-135923,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBallHard,2048,0.000289,81920,0.006404,0.3,0.915,4,linear,true,32,3,simple,,,5,250000,256,12000
20251228-140107,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBallHard,1024,0.00004,40960,0.008768,0.217,0.931,5,constant,true,64,2,simple,,,5,250000,512,12000
20251228-140257,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBallHard,512,0.000038,10240,0.002778,0.202,0.911,5,constant,true,64,1,simple,,,5,250000,256,12000
20251228-140446,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBallHard,4096,0.000175,81920,0.005337,0.215,0.93,3,constant,true,64,1,simple,,,5,250000,64,12000
20251228-140622,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBallHard,512,0.000145,10240,0.005562,0.231,0.911,8,constant,false,256,3,simple,,,5,2000000,128,12000
20251228-141911,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303,,ppo,Walker,512,0.000252,40960,0.004591,0.17,0.938,5,constant,false,256,2,simple,,,5,500000,256,12000
20251228-142231,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBallHard,512,0.000143,10240,0.005069,0.293,0.925,5,constant,false,64,1,simple,,,5,2000000,2048,12000
20251228-143417,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBallHard,512,0.000043,10240,0.009241,0.183,0.934,5,linear,true,512,2,simple,,,5,250000,256,12000
